??Title	Description	Creator	Subject	Date	Coverage - Geographic	Extent	Genre	Type of Material	Language	Note	Identifier	Provenance	Use Rights	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
"House for R.W. Gibson Esq., York Place, Oak Bay, Victoria, B.C."	"Item is an architectural drawing by Maclure & Lort prepared for Robert W. Gibson of Victoria, B.C."	Maclure & Lort (Firm)	Architecture	1919-1922	"1590 York Place, Oak Bay, B.C."	"1 of 103 drawings: 70 pencil on paper, 12 ink on paper, 21 blueprints; 135 x 92 cm or smaller"	architects' drawings 	Still Image	eng	"Plans, elevations, sections and details. Blueprints have heating system details and miscellaneous amendments added by hand. A detailed item list is available. Two-storey house with basement and attic. The basement comprises a tool room, lavatory, fuel room, furnace room, billiard room, two bedrooms, bathroom, laundry room and storeroom. The ground floor includes a porch, vestibule, coat room and adjoining lavatory, hall, drawing room, ingle, library, sun room, lavatory, dining room, kitchen, pantry, larder and servant's room. A large terrace extends the full length of the east side of the first floor. The second floor contains five bedrooms, boudoir, dressing room, three bathrooms, sleeping balcony and three other balconies. The attic consists of two bedrooms, a bathroom and box room. The exterior walls of concrete blocks are finished in roughcast. The working drawings are signed by R. Moncrieff, Robt. W. Gibson and S. Jane Gibson."	"SC075, Acc. 1980-067, AP646"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2478	2478	2479.jp2	/collection35/image/2479.jp2
House for Miss Reid	"Item is an architectural drawing by Samuel Maclure prepared for Jane Reid of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	3/27/1905	"Craigmyle, 1037 Craigdarroch Road, Victoria, B.C."	1 of 8 drawings: pencil on paper; 35 x 51 cm or smaller	architectural drawings AAT	Still Image	eng	"Plans (including sketches), elevations (2 hand-coloured) and details. Three-storey rooming house. The ground floor comprises a vestibule, hall, living room, smoking room, sitting room, kitchen, pantry, bedroom and bathroom. A veranda adjoins the living and smoking rooms, and a terrace gives off the veranda. The second floor contains ten bedrooms, a trunk room, bathroom and water closet. The third floor consists of eight bedrooms, trunk room, bathroom and water closet. Each bedroom on the second and third floors is fitted with a sink."	"SC075, Acc. 1980-067, AP2018"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3807	3807	3808.jp2	/collection35/image/3808.jp2
																				
																				
																				
"Plan of proposed house at Parksville, B.C., for M.P. Beattie, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for M.P. Beattie of Parksville, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/3/1905	"Newbie Lodge, 1015 East Island Highway, Parksville, B.C."	"1 of 28 drawings: 9 pencil on paper, 6 pencil & ink on paper, 13 blueprints; 57 x 92 cm or smaller"	architectural drawings AAT	Still Image	eng	"Proposal, contract and other drawings showing plans, elevations, sections and details. A detailed item list is available. In July and August 1920 Maclure prepared proposal drawings for a two-storey house with part basement and attic (AP1961-AP1968). The final design prepared in August 1920 (AP1969 AP1979) calls for a two-storey house with part basement only. The basement includes a servant's room, lavatory, laundry, storeroom and furnace and fuel room. The ground floor comprises a vestibule with adjoining lavatory, hall, library, drawing room, dining room, breakfast room, kitchen, pantry, larder and veranda. The second floor consists of a gallery in the upper hall, four bedrooms, dressing room, linen room, bathroom and balcony. The exterior walls are covered with cedar boards and battens and shingles. Contract drawings (AP1974-AP1979) inscribed: ""This is one of the plans referred to in our contract dated Sept. 10th 1920. [Signed] M. Vansittart [and] M P Beattie"". Two floor plans of an unidentified house (file 206: AP2004-AP2005) bear some resemblance to AP1970-AP1971, AP1975-AP1976."	"SC075, Acc. 1980-067, AP1971"		"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3760	3760	3761.jp2	/collection35/image/3761.jp2
																				
																				
"House for R.R. Neild, Esq., Prospect Place, Oak Bay"	"Item is an architectural drawing by Samuel Maclure prepared for R.R. Neild of Oak Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/8/1905	"Prospect Place, Oak Bay, B.C."	"1 of 7 drawings: 1 pencil on paper, 6 ink on paper; 54 x 46 cm or smaller"	architectural drawings AAT		eng	"Plans, elevations, sections and details. One-storey house with basement. The basement contains a furnace room, coal bin and laundry room. The ground floor consists of a hall, living room, sun room, dining room, kitchen, pantry, breakfast nook, two bedrooms, bathroom and cedar closet. A veranda adjoins the kitchen, and a terrace extends across the front porch and living room."	"SC075, Acc. 1980-067, AP1273"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3108	3108	3109.jp2	/collection35/image/3109.jp2
																				
"House for F.C. Green, Foul Bay Road, Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for F.C. Green of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	8/1/1911	"347 Foul Bay Road, Victoria, B.C."	1 of 9 drawings: ink on linen; 40 x 26 cm or smaller	architectural drawings AAT	Still Image	eng	"Plans, elevations, sections and details. Some drawings have additions or changes in pencil. Two-storey house with basement and attic. The ground floor includes a porch, hall, living room, conservatory, children's room, dining room, kitchen, pantry and back porch. The second floor consists of a hall, four bedrooms, a sewing room, two bathrooms, a water closet and a balcony. The attic contains a hall, two bedrooms, a storeroom and box room. The basement wall is stone or stone faced, and the wood-frame construction above is finished in roughcast and half timbering. Leaded glass is specified for the windows throughout. All plans signed by J.E. Shenk and F.C. Green."	"SC075, Acc. 1980-067, AP733"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2563	2563	2564.jp2	/collection35/image/2564.jp2
Proposed addition to Jericho Country Club	"item is an architectural drawing by Maclure & Fox prepared for Jericho Golf and Country Club of Vancouver, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1911-1913	"Point Grey, Vancouver, B.C."	"1 of 34 drawings: 21 pencil on paper, 4 pencil & ink on paper, 4 ink on linen, 5 blueprints; 68 x 92 cm or smaller"	architectural drawings AAT		eng	"Plans, elevations, sections, details and heating. A detailed item list is available. Plans for a new clubhouse call for a one-storey structure with attic and basement. The ground floor comprises a lounge room, dining room, ladies' sitting room, smoking room, office, bar, kitchen, pantry, larder, storeroom, maid's room, housekeeper's sitting room, men's and ladies' locker rooms, lavatories and drying rooms. A large veranda extends across one side of the building on this level, and a pergola across part of another side. The attic consists of eleven bedrooms, a box room and three bathrooms. Part of this attic plan may have been cancelled. The file contains a sketch plan of proposed additions by the architect R.P.S. Twizell (AP952, dated Dec. 1911). Maclure and Fox prepared four plans (AP948-AP951) for a proposed addition which includes a dressing room, smoking room, shop and toilets. It is not clear whether these latter plans preceded their plans for a new clubhouse. The heating plans (AP958-AP960) were prepared by Francis H. Sprague, consulting engineer."	"SC075, Acc. 1980-067, AP955"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2787	2787	2788.jp2	/collection35/image/2788.jp2
